team_name,opponent,startdate,match_format,ground,match_result,margin,toss,batting,runs,wickets,overs_played,runs_avg_per_over
Australia,West Indies,2069-02-14,TEST,Sydney,won,382 runs,lost,1st,1013.0,,244.7,4.14
West Indies,Australia,2069-02-14,TEST,Sydney,lost,382 runs,won,2nd,631.0,20.0,140.8,4.48
England,Pakistan,2069-02-21,TEST,Lahore,draw,-,won,1st,531.0,,203.6,2.61
Pakistan,England,2069-02-21,TEST,Lahore,draw,-,lost,2nd,412.0,15.0,149.2,2.76
West Indies,New Zealand,2069-02-27,TEST,Auckland,won,5 wickets,won,2nd,624.0,15.0,148.7,4.2
New Zealand,West Indies,2069-02-27,TEST,Auckland,lost,5 wickets,lost,1st,620.0,,185.6,3.34
England,Pakistan,2069-02-28,TEST,Dhaka,draw,-,lost,2nd,307.0,10.0,152.4,2.01
Pakistan,England,2069-02-28,TEST,Dhaka,draw,-,won,1st,441.0,,211.1,2.09
New Zealand,West Indies,2069-03-07,TEST,Wellington,won,6 wickets,won,2nd,448.0,14.0,132.2,3.39
West Indies,New Zealand,2069-03-07,TEST,Wellington,lost,6 wickets,lost,1st,445.0,20.0,102.8,4.33
England,West Indies,2069-07-10,TEST,Leeds,won,30 runs,won,1st,463.0,20.0,229.4,2.02
West Indies,England,2069-07-10,TEST,Leeds,lost,30 runs,lost,2nd,433.0,20.0,170.5,2.54
New Zealand,England,2069-08-07,TEST,Nottingham,draw,-,won,1st,360.0,11.0,150.5,2.39
England,New Zealand,2069-08-21,TEST,The Oval,won,8 wickets,lost,2nd,380.0,12.0,150.3,2.53
New Zealand,England,2069-08-21,TEST,The Oval,lost,8 wickets,won,1st,379.0,20.0,198.6,1.91
India,New Zealand,2069-09-25,TEST,Brabourne,won,60 runs,won,1st,416.0,20.0,202.4,2.06
New Zealand,India,2069-09-25,TEST,Brabourne,lost,60 runs,lost,2nd,356.0,20.0,186.8,1.91
New Zealand,India,2069-10-03,TEST,Nagpur,won,167 runs,won,1st,533.0,20.0,235.1,2.27
India,New Zealand,2069-10-03,TEST,Nagpur,lost,167 runs,lost,2nd,366.0,20.0,154.7,2.37
India,New Zealand,2069-10-15,TEST,Hyderabad (Deccan),draw,-,lost,2nd,165.0,17.0,100.6,1.64
New Zealand,India,2069-10-15,TEST,Hyderabad (Deccan),draw,-,won,1st,356.0,,181.1,1.97
New Zealand,Pakistan,2069-10-24,TEST,Karachi,draw,-,lost,2nd,386.0,15.0,148.1,2.61
Pakistan,New Zealand,2069-10-24,TEST,Karachi,draw,-,won,1st,503.0,,231.6,2.17
New Zealand,Pakistan,2069-10-30,TEST,Lahore,won,5 wickets,lost,2nd,323.0,15.0,147.3,2.19
Pakistan,New Zealand,2069-10-30,TEST,Lahore,lost,5 wickets,won,1st,322.0,20.0,172.9,1.86
Australia,India,2069-11-04,TEST,Brabourne,won,8 wickets,lost,2nd,412.0,12.0,195.9,2.1
India,Australia,2069-11-04,TEST,Brabourne,lost,8 wickets,won,1st,408.0,20.0,225.6,1.81
New Zealand,Pakistan,2069-11-08,TEST,Dhaka,draw,-,won,1st,473.0,20.0,267.7,1.77
Pakistan,New Zealand,2069-11-08,TEST,Dhaka,draw,-,lost,2nd,341.0,,116.1,2.94
Australia,India,2069-11-15,TEST,Kanpur,draw,-,lost,2nd,443.0,10.0,210.2,2.11
India,Australia,2069-11-15,TEST,Kanpur,draw,-,won,1st,632.0,,297.5,2.12
India,Australia,2069-11-28,TEST,Delhi,won,7 wickets,lost,2nd,404.0,13.0,188.7,2.14
Australia,India,2069-11-28,TEST,Delhi,lost,7 wickets,won,1st,403.0,20.0,177.6,2.27
Australia,India,2069-12-12,TEST,Eden Gardens,won,10 wickets,won,2nd,377.0,10.0,148.1,2.55
India,Australia,2069-12-12,TEST,Eden Gardens,lost,10 wickets,lost,1st,373.0,20.0,173.5,2.15
Australia,India,2069-12-24,TEST,Chennai,won,77 runs,won,1st,411.0,20.0,195.7,2.1
India,Australia,2069-12-24,TEST,Chennai,lost,77 runs,lost,2nd,334.0,20.0,147.6,2.26
South Africa,Australia,1970-01-22,TEST,Cape Town,won,170 runs,won,1st,614.0,20.0,263.1,2.33
Australia,South Africa,1970-01-22,TEST,Cape Town,lost,170 runs,lost,2nd,444.0,20.0,195.5,2.27
South Africa,Australia,1970-02-19,TEST,Johannesburg,won,307 runs,won,1st,687.0,20.0,223.7,3.07
Australia,South Africa,1970-02-19,TEST,Johannesburg,lost,307 runs,lost,2nd,380.0,20.0,168.7,2.25
South Africa,Australia,1970-03-05,TEST,Gqeberha,won,323 runs,won,1st,781.0,,244.4,3.2
Australia,South Africa,1970-03-05,TEST,Gqeberha,lost,323 runs,lost,2nd,458.0,20.0,166.4,2.75
Australia,England,1970-11-27,TEST,Brisbane,draw,-,won,1st,647.0,20.0,208.8,3.1
England,Australia,1970-11-27,TEST,Brisbane,draw,-,lost,2nd,503.0,11.0,162.1,3.1
Australia,England,1970-12-11,TEST,W.A.C.A,draw,-,won,2nd,540.0,13.0,146.5,3.69
England,Australia,1970-12-11,TEST,W.A.C.A,draw,-,lost,1st,684.0,,234.4,2.92
England,Australia,1971-01-09,TEST,Sydney,won,299 runs,won,1st,651.0,,188.7,3.45
Australia,England,1971-01-09,TEST,Sydney,lost,299 runs,lost,2nd,352.0,20.0,133.1,2.64
Australia,England,1971-01-21,TEST,Melbourne,draw,-,won,1st,662.0,,174.0,3.8
England,Australia,1971-01-21,TEST,Melbourne,draw,-,lost,2nd,553.0,10.0,195.5,2.83
Australia,England,1971-01-29,TEST,Adelaide,draw,-,lost,2nd,563.0,13.0,191.1,2.95
England,Australia,1971-01-29,TEST,Adelaide,draw,-,won,1st,703.0,,187.2,3.76
England,Australia,1971-02-12,TEST,Sydney,won,62 runs,lost,1st,486.0,20.0,176.7,2.75
Australia,England,1971-02-12,TEST,Sydney,lost,62 runs,won,2nd,424.0,20.0,146.2,2.9
England,New Zealand,1971-02-25,TEST,Christchurch,won,8 wickets,lost,2nd,320.0,12.0,92.5,3.46
New Zealand,England,1971-02-25,TEST,Christchurch,lost,8 wickets,won,1st,319.0,20.0,134.9,2.36
England,New Zealand,1971-03-05,TEST,Auckland,draw,-,lost,1st,558.0,20.0,157.3,3.55
New Zealand,England,1971-03-05,TEST,Auckland,draw,-,won,2nd,353.0,,122.0,2.89
India,West Indies,1971-03-06,TEST,Port of Spain,won,7 wickets,lost,2nd,477.0,13.0,206.8,2.31
West Indies,India,1971-03-06,TEST,Port of Spain,lost,7 wickets,won,1st,475.0,20.0,183.0,2.6
India,West Indies,1971-03-19,TEST,Georgetown,draw,-,lost,2nd,499.0,10.0,197.4,2.53
West Indies,India,1971-03-19,TEST,Georgetown,draw,-,won,1st,670.0,,258.2,2.59
India,West Indies,1971-04-01,TEST,Bridgetown,draw,-,won,2nd,568.0,15.0,228.4,2.49
West Indies,India,1971-04-01,TEST,Bridgetown,draw,-,lost,1st,681.0,,214.0,3.18
India,West Indies,1971-04-13,TEST,Port of Spain,draw,-,won,1st,787.0,20.0,330.7,2.38
West Indies,India,1971-04-13,TEST,Port of Spain,draw,-,lost,2nd,691.0,18.0,256.3,2.7
England,Pakistan,1971-07-08,TEST,Leeds,won,25 runs,won,1st,580.0,20.0,212.5,2.73
Pakistan,England,1971-07-08,TEST,Leeds,lost,25 runs,lost,2nd,555.0,20.0,297.7,1.86
England,India,1971-08-05,TEST,Manchester,draw,-,won,1st,631.0,,226.4,2.79
India,England,1971-08-05,TEST,Manchester,draw,-,lost,2nd,277.0,13.0,120.0,2.31
India,England,1971-08-19,TEST,The Oval,won,4 wickets,lost,2nd,458.0,16.0,218.3,2.1
England,India,1971-08-19,TEST,The Oval,lost,4 wickets,won,1st,456.0,20.0,153.5,2.97
New Zealand,West Indies,1972-02-16,TEST,Kingston,draw,-,lost,2nd,622.0,16.0,295.5,2.1
West Indies,New Zealand,1972-02-16,TEST,Kingston,draw,-,won,1st,726.0,,206.4,3.52
New Zealand,West Indies,1972-03-09,TEST,Port of Spain,draw,-,lost,1st,636.0,,315.5,2.02
West Indies,New Zealand,1972-03-09,TEST,Port of Spain,draw,-,won,2nd,462.0,15.0,201.1,2.3
West Indies,New Zealand,1972-03-23,TEST,Bridgetown,draw,-,won,1st,697.0,18.0,263.3,2.65
West Indies,New Zealand,1972-04-06,TEST,Georgetown,draw,-,won,1st,451.0,,175.0,2.58
New Zealand,West Indies,1972-04-20,TEST,Port of Spain,draw,-,lost,2nd,415.0,17.0,230.4,1.8
West Indies,New Zealand,1972-04-20,TEST,Port of Spain,draw,-,won,1st,562.0,20.0,202.6,2.77
England,Australia,1972-06-08,TEST,Manchester,won,89 runs,won,1st,483.0,20.0,206.6,2.34
Australia,England,1972-06-08,TEST,Manchester,lost,89 runs,lost,2nd,394.0,20.0,143.2,2.75
Australia,England,1972-07-13,TEST,Nottingham,draw,-,lost,1st,639.0,,210.4,3.04
England,Australia,1972-07-13,TEST,Nottingham,draw,-,won,2nd,479.0,14.0,236.3,2.03
England,Australia,1972-07-27,TEST,Leeds,won,9 wickets,lost,2nd,284.0,11.0,140.1,2.03
Australia,England,1972-07-27,TEST,Leeds,lost,9 wickets,won,1st,282.0,20.0,142.6,1.98
Australia,England,1972-08-10,TEST,The Oval,won,5 wickets,lost,2nd,641.0,15.0,243.7,2.63
England,Australia,1972-08-10,TEST,The Oval,lost,5 wickets,won,1st,640.0,20.0,213.4,3.0
England,India,1972-12-20,TEST,Delhi,won,6 wickets,lost,2nd,408.0,14.0,197.0,2.07
India,England,1972-12-20,TEST,Delhi,lost,6 wickets,won,1st,406.0,20.0,182.8,2.22
Pakistan,Australia,1972-12-22,TEST,Adelaide,lost,inns & 114 runs,won,1st,471.0,20.0,140.9,3.34
Australia,Pakistan,1972-12-29,TEST,Melbourne,won,92 runs,won,1st,866.0,,173.1,5.0
Pakistan,Australia,1972-12-29,TEST,Melbourne,lost,92 runs,lost,2nd,774.0,,182.1,4.25
India,England,1972-12-30,TEST,Eden Gardens,won,28 runs,won,1st,365.0,20.0,164.9,2.21
England,India,1972-12-30,TEST,Eden Gardens,lost,28 runs,lost,2nd,337.0,20.0,166.2,2.03
Australia,Pakistan,1973-01-06,TEST,Sydney,won,52 runs,lost,1st,518.0,20.0,133.6,3.88
Pakistan,Australia,1973-01-06,TEST,Sydney,lost,52 runs,won,2nd,466.0,20.0,134.6,3.46
India,England,1973-01-12,TEST,Chennai,won,4 wickets,lost,2nd,402.0,16.0,168.6,2.38
England,India,1973-01-12,TEST,Chennai,lost,4 wickets,won,1st,401.0,20.0,192.5,2.08
India,England,1973-01-25,TEST,Kanpur,draw,-,won,1st,543.0,16.0,251.0,2.16
New Zealand,Pakistan,1973-02-02,TEST,Wellington,draw,-,lost,2nd,403.0,13.0,100.4,4.01
Pakistan,New Zealand,1973-02-02,TEST,Wellington,draw,-,won,1st,647.0,,161.4,4.01
England,India,1973-02-06,TEST,Brabourne,draw,-,lost,2nd,547.0,12.0,192.1,2.85
India,England,1973-02-06,TEST,Brabourne,draw,-,won,1st,692.0,,234.2,2.95
New Zealand,Pakistan,1973-02-16,TEST,Auckland,draw,-,lost,2nd,494.0,13.0,114.6,4.31
Pakistan,New Zealand,1973-02-16,TEST,Auckland,draw,-,won,1st,673.0,20.0,196.2,3.43
Australia,West Indies,1973-02-16,TEST,Kingston,draw,-,won,1st,688.0,,239.0,2.88
West Indies,Australia,1973-02-16,TEST,Kingston,draw,-,lost,2nd,495.0,13.0,157.5,3.14
England,Pakistan,1973-03-02,TEST,Lahore,draw,-,won,1st,661.0,,262.3,2.52
Pakistan,England,1973-03-02,TEST,Lahore,draw,-,lost,2nd,546.0,13.0,196.2,2.78
Australia,West Indies,1973-03-09,TEST,Bridgetown,draw,-,won,1st,624.0,,250.1,2.5
West Indies,Australia,1973-03-09,TEST,Bridgetown,draw,-,lost,2nd,427.0,10.0,171.4,2.49
England,Pakistan,1973-03-16,TEST,Hyderabad (Sind),draw,-,won,1st,705.0,16.0,285.2,2.47
Australia,West Indies,1973-03-23,TEST,Port of Spain,won,44 runs,won,1st,613.0,20.0,236.1,2.6
West Indies,Australia,1973-03-23,TEST,Port of Spain,lost,44 runs,lost,2nd,569.0,20.0,234.4,2.43
England,Pakistan,1973-03-24,TEST,Karachi,draw,-,lost,2nd,416.0,11.0,166.3,2.5
Pakistan,England,1973-03-24,TEST,Karachi,draw,-,won,1st,644.0,,226.3,2.85
Australia,West Indies,1973-04-06,TEST,Georgetown,won,10 wickets,lost,2nd,476.0,10.0,178.4,2.67
West Indies,Australia,1973-04-06,TEST,Georgetown,lost,10 wickets,won,1st,475.0,20.0,173.5,2.74
Australia,West Indies,1973-04-21,TEST,Port of Spain,draw,-,won,1st,637.0,,253.0,2.52
West Indies,Australia,1973-04-21,TEST,Port of Spain,draw,-,lost,2nd,454.0,15.0,180.2,2.52
England,New Zealand,1973-06-07,TEST,Nottingham,won,38 runs,won,1st,575.0,,204.4,2.81
New Zealand,England,1973-06-07,TEST,Nottingham,lost,38 runs,lost,2nd,537.0,20.0,229.5,2.34
New Zealand,England,1973-07-05,TEST,Leeds,lost,inns & 1 runs,won,1st,418.0,20.0,168.7,2.48
West Indies,England,1973-07-26,TEST,The Oval,won,158 runs,won,1st,670.0,20.0,232.1,2.89
England,West Indies,1973-07-26,TEST,The Oval,lost,158 runs,lost,2nd,512.0,20.0,203.2,2.52
England,West Indies,1973-08-09,TEST,Birmingham,draw,-,lost,2nd,487.0,12.0,223.4,2.18
West Indies,England,1973-08-09,TEST,Birmingham,draw,-,won,1st,629.0,20.0,252.7,2.49
Australia,New Zealand,1974-01-05,TEST,Sydney,draw,-,won,2nd,192.0,12.0,52.7,3.64
New Zealand,Australia,1974-01-05,TEST,Sydney,draw,-,lost,1st,617.0,,161.8,3.81
West Indies,England,1974-02-02,TEST,Port of Spain,won,7 wickets,won,2nd,524.0,13.0,159.9,3.28
England,West Indies,1974-02-02,TEST,Port of Spain,lost,7 wickets,lost,1st,523.0,20.0,221.2,2.36
England,West Indies,1974-02-16,TEST,Kingston,draw,-,won,1st,785.0,19.0,340.0,2.31
Australia,New Zealand,1974-03-01,TEST,Wellington,draw,-,won,1st,971.0,,206.5,4.7
England,West Indies,1974-03-06,TEST,Bridgetown,draw,-,lost,1st,672.0,17.0,270.7,2.48
New Zealand,Australia,1974-03-08,TEST,Christchurch,won,5 wickets,won,2nd,485.0,15.0,157.2,3.09
Australia,New Zealand,1974-03-08,TEST,Christchurch,lost,5 wickets,lost,1st,482.0,20.0,125.6,3.84
Australia,New Zealand,1974-03-22,TEST,Auckland,won,297 runs,lost,1st,567.0,20.0,125.6,4.51
New Zealand,Australia,1974-03-22,TEST,Auckland,lost,297 runs,won,2nd,270.0,20.0,83.2,3.25
England,West Indies,1974-03-30,TEST,Port of Spain,won,26 runs,won,1st,530.0,20.0,284.5,1.86
West Indies,England,1974-03-30,TEST,Port of Spain,lost,26 runs,lost,2nd,504.0,20.0,205.4,2.45
England,India,1974-06-06,TEST,Manchester,won,113 runs,won,1st,541.0,,213.3,2.54
India,England,1974-06-06,TEST,Manchester,lost,113 runs,lost,2nd,428.0,20.0,169.1,2.53
India,England,1974-07-04,TEST,Birmingham,lost,inns & 78 runs,won,1st,381.0,20.0,126.6,3.01
England,Pakistan,1974-07-25,TEST,Leeds,draw,-,lost,2nd,421.0,16.0,179.0,2.35
Pakistan,England,1974-07-25,TEST,Leeds,draw,-,won,1st,464.0,20.0,169.6,2.74
Pakistan,England,1974-08-22,TEST,The Oval,draw,-,won,1st,694.0,,195.3,3.55
West Indies,India,1974-11-22,TEST,Bengaluru,won,267 runs,lost,1st,645.0,,178.2,3.62
India,West Indies,1974-11-22,TEST,Bengaluru,lost,267 runs,won,2nd,378.0,20.0,126.0,3.0
Australia,England,1974-11-29,TEST,Brisbane,won,166 runs,won,1st,597.0,,177.5,3.36
England,Australia,1974-11-29,TEST,Brisbane,lost,166 runs,lost,2nd,431.0,20.0,137.0,3.15
India,West Indies,1974-12-11,TEST,Delhi,lost,inns & 17 runs,won,1st,476.0,20.0,182.8,2.6
Australia,England,1974-12-13,TEST,W.A.C.A,won,9 wickets,won,2nd,504.0,11.0,112.3,4.49
England,Australia,1974-12-13,TEST,W.A.C.A,lost,9 wickets,lost,1st,501.0,20.0,156.4,3.2
Australia,England,1974-12-26,TEST,Melbourne,draw,-,won,2nd,479.0,18.0,172.5,2.78
England,Australia,1974-12-26,TEST,Melbourne,draw,-,lost,1st,486.0,20.0,157.4,3.09
India,West Indies,1974-12-27,TEST,Eden Gardens,won,85 runs,won,1st,549.0,20.0,223.5,2.46
West Indies,India,1974-12-27,TEST,Eden Gardens,lost,85 runs,lost,2nd,464.0,20.0,165.3,2.81
Australia,England,1975-01-04,TEST,Sydney,won,171 runs,won,1st,694.0,,163.0,4.26
England,Australia,1975-01-04,TEST,Sydney,lost,171 runs,lost,2nd,523.0,20.0,152.6,3.43
India,West Indies,1975-01-11,TEST,Chennai,won,100 runs,won,1st,446.0,20.0,162.9,2.74
West Indies,India,1975-01-11,TEST,Chennai,lost,100 runs,lost,2nd,346.0,20.0,126.2,2.74
West Indies,India,1975-01-23,TEST,Wankhede,won,201 runs,won,1st,809.0,,201.0,4.02
India,West Indies,1975-01-23,TEST,Wankhede,lost,201 runs,lost,2nd,608.0,20.0,258.2,2.35
Australia,England,1975-01-25,TEST,Adelaide,won,163 runs,lost,1st,576.0,,134.2,4.29
England,Australia,1975-01-25,TEST,Adelaide,lost,163 runs,won,2nd,413.0,20.0,121.5,3.4
Australia,England,1975-02-08,TEST,Melbourne,lost,inns & 4 runs,won,1st,525.0,20.0,143.4,3.66
Pakistan,West Indies,1975-02-15,TEST,Lahore,draw,-,lost,1st,572.0,,154.0,3.71
West Indies,Pakistan,1975-02-15,TEST,Lahore,draw,-,won,2nd,472.0,14.0,130.5,3.62
Pakistan,West Indies,1975-03-01,TEST,Karachi,draw,-,won,1st,662.0,,193.1,3.43
West Indies,Pakistan,1975-03-01,TEST,Karachi,draw,-,lost,2nd,,,104.1,
Australia,England,1975-08-14,TEST,Leeds,draw,-,lost,2nd,355.0,13.0,149.5,2.37
England,Australia,1975-08-14,TEST,Leeds,draw,-,won,1st,579.0,20.0,195.2,2.97
Australia,West Indies,1975-11-28,TEST,Brisbane,won,8 wickets,lost,2nd,585.0,12.0,162.2,3.61
West Indies,Australia,1975-11-28,TEST,Brisbane,lost,8 wickets,won,1st,584.0,20.0,123.9,4.71
Australia,West Indies,1975-12-12,TEST,W.A.C.A,lost,inns & 87 runs,won,1st,498.0,20.0,110.4,4.51
Australia,West Indies,1975-12-26,TEST,Melbourne,won,8 wickets,won,2nd,540.0,12.0,127.0,4.25
West Indies,Australia,1975-12-26,TEST,Melbourne,lost,8 wickets,lost,1st,536.0,20.0,116.2,4.61
Australia,West Indies,1976-01-03,TEST,Sydney,won,7 wickets,won,2nd,487.0,13.0,108.7,4.48
West Indies,Australia,1976-01-03,TEST,Sydney,lost,7 wickets,lost,1st,483.0,20.0,119.5,4.04
Australia,West Indies,1976-01-23,TEST,Adelaide,won,190 runs,won,1st,763.0,,167.5,4.56
West Indies,Australia,1976-01-23,TEST,Adelaide,lost,190 runs,lost,2nd,573.0,20.0,105.6,5.43
India,New Zealand,1976-01-24,TEST,Auckland,won,8 wickets,lost,2nd,485.0,12.0,135.9,3.57
New Zealand,India,1976-01-24,TEST,Auckland,lost,8 wickets,won,1st,481.0,20.0,157.2,3.06
Australia,West Indies,1976-01-31,TEST,Melbourne,won,165 runs,won,1st,651.0,,168.2,3.87
West Indies,Australia,1976-01-31,TEST,Melbourne,lost,165 runs,lost,2nd,486.0,20.0,84.8,5.73
India,New Zealand,1976-02-05,TEST,Christchurch,draw,-,won,1st,525.0,16.0,139.6,3.76
India,New Zealand,1976-02-13,TEST,Wellington,lost,inns & 33 runs,won,1st,301.0,20.0,100.0,3.01
India,West Indies,1976-03-10,TEST,Bridgetown,lost,inns & 97 runs,won,1st,391.0,20.0,127.1,3.08
West Indies,India,1976-03-24,TEST,Port of Spain,draw,-,lost,1st,456.0,18.0,221.0,2.06
India,West Indies,1976-04-07,TEST,Port of Spain,won,6 wickets,lost,2nd,634.0,14.0,249.4,2.54
West Indies,India,1976-04-07,TEST,Port of Spain,lost,6 wickets,won,1st,630.0,,213.5,2.95
West Indies,India,1976-04-21,TEST,Kingston,won,10 wickets,won,2nd,404.0,10.0,141.8,2.85
India,West Indies,1976-04-21,TEST,Kingston,lost,10 wickets,lost,1st,403.0,,130.4,3.09
England,West Indies,1976-06-03,TEST,Nottingham,draw,-,lost,2nd,488.0,12.0,212.4,2.3
West Indies,England,1976-06-03,TEST,Nottingham,draw,-,won,1st,670.0,,189.3,3.54
West Indies,England,1976-07-08,TEST,Manchester,won,425 runs,won,1st,622.0,,184.0,3.38
England,West Indies,1976-07-08,TEST,Manchester,lost,425 runs,lost,2nd,197.0,20.0,96.0,2.05
West Indies,England,1976-07-22,TEST,Leeds,won,55 runs,won,1st,646.0,20.0,139.7,4.62
England,West Indies,1976-07-22,TEST,Leeds,lost,55 runs,lost,2nd,591.0,20.0,189.3,3.12
West Indies,England,1976-08-12,TEST,The Oval,won,231 runs,won,1st,869.0,,214.5,4.05
England,West Indies,1976-08-12,TEST,The Oval,lost,231 runs,lost,2nd,638.0,20.0,207.9,3.07
New Zealand,Pakistan,1976-10-30,TEST,Karachi,draw,-,lost,2nd,730.0,17.0,183.1,3.99
Pakistan,New Zealand,1976-10-30,TEST,Karachi,draw,-,won,1st,855.0,,152.6,5.6
India,New Zealand,1976-11-10,TEST,Wankhede,won,162 runs,won,1st,601.0,,200.5,3.0
New Zealand,India,1976-11-10,TEST,Wankhede,lost,162 runs,lost,2nd,439.0,20.0,233.5,1.88
New Zealand,India,1976-11-18,TEST,Kanpur,draw,-,lost,2nd,543.0,17.0,259.5,2.09
India,New Zealand,1976-11-26,TEST,Chennai,won,216 runs,won,1st,499.0,,194.6,2.56
New Zealand,India,1976-11-26,TEST,Chennai,lost,216 runs,lost,2nd,283.0,20.0,122.4,2.31
Australia,Pakistan,1976-12-24,TEST,Adelaide,draw,-,lost,2nd,715.0,16.0,192.4,3.72
Pakistan,Australia,1976-12-24,TEST,Adelaide,draw,-,won,1st,738.0,20.0,203.4,3.63
Australia,Pakistan,1977-01-01,TEST,Melbourne,won,348 runs,won,1st,832.0,,154.1,5.4
Pakistan,Australia,1977-01-01,TEST,Melbourne,lost,348 runs,lost,2nd,484.0,20.0,128.2,3.78
England,India,1977-01-01,TEST,Eden Gardens,won,10 wickets,lost,2nd,337.0,10.0,181.8,1.85
India,England,1977-01-01,TEST,Eden Gardens,lost,10 wickets,won,1st,336.0,20.0,145.5,2.31
Pakistan,Australia,1977-01-14,TEST,Sydney,won,8 wickets,lost,2nd,392.0,12.0,89.5,4.38
Australia,Pakistan,1977-01-14,TEST,Sydney,lost,8 wickets,won,1st,391.0,20.0,105.9,3.69
England,India,1977-01-14,TEST,Chennai,won,200 runs,won,1st,447.0,,197.0,2.27
India,England,1977-01-14,TEST,Chennai,lost,200 runs,lost,2nd,247.0,20.0,112.0,2.21
India,England,1977-01-28,TEST,Bengaluru,won,140 runs,won,1st,512.0,,176.0,2.91
England,India,1977-01-28,TEST,Bengaluru,lost,140 runs,lost,2nd,372.0,20.0,153.5,2.42
England,India,1977-02-11,TEST,Wankhede,draw,-,lost,2nd,469.0,17.0,225.0,2.08
India,England,1977-02-11,TEST,Wankhede,draw,-,won,1st,530.0,20.0,175.8,3.01
Australia,New Zealand,1977-02-18,TEST,Christchurch,draw,-,lost,1st,706.0,,153.5,4.6
New Zealand,Australia,1977-02-18,TEST,Christchurch,draw,-,won,2nd,650.0,18.0,179.2,3.63
Pakistan,West Indies,1977-02-18,TEST,Bridgetown,draw,-,won,1st,726.0,20.0,200.4,3.62
West Indies,Pakistan,1977-02-18,TEST,Bridgetown,draw,-,lost,2nd,672.0,19.0,194.4,3.46
Australia,New Zealand,1977-02-25,TEST,Auckland,won,10 wickets,won,2nd,405.0,10.0,100.6,4.03
New Zealand,Australia,1977-02-25,TEST,Auckland,lost,10 wickets,lost,1st,404.0,20.0,109.0,3.71
West Indies,Pakistan,1977-03-04,TEST,Port of Spain,won,6 wickets,lost,2nd,522.0,14.0,190.0,2.75
Pakistan,West Indies,1977-03-04,TEST,Port of Spain,lost,6 wickets,won,1st,520.0,20.0,191.6,2.71
Australia,England,1977-03-12,TEST,Melbourne,won,45 runs,lost,1st,557.0,,140.2,3.97
England,Australia,1977-03-12,TEST,Melbourne,lost,45 runs,won,2nd,512.0,20.0,146.7,3.49
Pakistan,West Indies,1977-03-18,TEST,Georgetown,draw,-,lost,1st,734.0,20.0,219.6,3.34
West Indies,Pakistan,1977-03-18,TEST,Georgetown,draw,-,won,2nd,602.0,11.0,186.8,3.22
Pakistan,West Indies,1977-04-01,TEST,Port of Spain,won,266 runs,lost,1st,642.0,,206.8,3.1
West Indies,Pakistan,1977-04-01,TEST,Port of Spain,lost,266 runs,won,2nd,376.0,20.0,160.0,2.35
West Indies,Pakistan,1977-04-15,TEST,Kingston,won,140 runs,won,1st,639.0,20.0,167.5,3.81
Pakistan,West Indies,1977-04-15,TEST,Kingston,lost,140 runs,lost,2nd,499.0,20.0,133.5,3.74
England,Australia,1977-07-07,TEST,Manchester,won,9 wickets,lost,2nd,519.0,11.0,198.2,2.62
Australia,England,1977-07-07,TEST,Manchester,lost,9 wickets,won,1st,515.0,20.0,190.7,2.7
England,Australia,1977-07-28,TEST,Nottingham,won,7 wickets,lost,2nd,553.0,13.0,205.4,2.69
Australia,England,1977-07-28,TEST,Nottingham,lost,7 wickets,won,1st,552.0,20.0,209.2,2.64
England,Australia,1977-08-25,TEST,The Oval,draw,-,lost,1st,271.0,12.0,127.2,2.13
Australia,India,1977-12-02,TEST,Brisbane,won,16 runs,won,1st,493.0,20.0,138.2,3.57
India,Australia,1977-12-02,TEST,Brisbane,lost,16 runs,lost,2nd,477.0,20.0,134.7,3.54
Pakistan,England,1977-12-14,TEST,Lahore,draw,-,won,1st,513.0,,161.0,3.19
Australia,India,1977-12-16,TEST,W.A.C.A,won,2 wickets,lost,2nd,736.0,18.0,205.8,3.58
India,Australia,1977-12-16,TEST,W.A.C.A,lost,2 wickets,won,1st,732.0,,153.1,4.78
India,Australia,1977-12-30,TEST,Melbourne,won,222 runs,won,1st,599.0,20.0,157.9,3.79
Australia,India,1977-12-30,TEST,Melbourne,lost,222 runs,lost,2nd,377.0,20.0,101.2,3.73
England,Pakistan,1978-01-02,TEST,Hyderabad (Sind),draw,-,lost,2nd,377.0,11.0,168.0,2.24
Pakistan,England,1978-01-02,TEST,Hyderabad (Sind),draw,-,won,1st,534.0,,167.6,3.19
Australia,India,1978-01-07,TEST,Sydney,lost,inns & 2 runs,won,1st,394.0,20.0,148.1,2.66
England,Pakistan,1978-01-18,TEST,Karachi,draw,-,won,1st,488.0,15.0,212.1,2.3
Australia,India,1978-01-28,TEST,Adelaide,won,47 runs,won,1st,761.0,20.0,194.9,3.9
India,Australia,1978-01-28,TEST,Adelaide,lost,47 runs,lost,2nd,714.0,20.0,223.6,3.19
New Zealand,England,1978-02-10,TEST,Wellington,won,72 runs,lost,1st,351.0,20.0,131.9,2.66
England,New Zealand,1978-02-10,TEST,Wellington,lost,72 runs,won,2nd,279.0,20.0,121.7,2.29
England,New Zealand,1978-02-24,TEST,Christchurch,won,174 runs,won,1st,514.0,,167.5,3.07
New Zealand,England,1978-02-24,TEST,Christchurch,lost,174 runs,lost,2nd,340.0,20.0,119.7,2.84
Australia,West Indies,1978-03-03,TEST,Port of Spain,lost,inns & 106 runs,lost,1st,299.0,20.0,98.3,3.04
